iter	Passed	Remaining
0	103	124428
1	213	127908
2	323	129207
3	458	137203
4	559	133672
5	662	131834
6	758	129291
7	854	127302
8	952	126111
9	1047	124646
10	1133	122529
11	1226	121465
12	1323	120872
13	1417	120084
14	1506	119021
15	1605	118824
16	1700	118366
17	1802	118396
18	1908	118649
19	2012	118766
20	2099	117850
21	2200	117821
22	2291	117275
23	2384	116818
24	2483	116722
25	2585	116762
26	2692	116978
27	2779	116356
28	2858	115413
29	2947	114939
30	3045	114844
31	3149	114974
32	3242	114681
33	3341	114581
34	3431	114207
35	3529	114133
36	3629	114084
37	3725	113930
38	3822	113792
39	3930	113976
40	4032	114005
41	4121	113641
42	4222	113608
43	4322	113568
44	4419	113421
45	4522	113449
46	4614	113206
47	4710	113058
48	4813	113060
49	4913	113016
50	5012	112924
51	5067	111883
52	5159	111659
53	5245	111327
54	5343	111235
55	5439	111119
56	5535	110992
57	5618	110623
58	5714	110517
59	5821	110605
60	5920	110551
61	6022	110535
62	6127	110589
63	6233	110648
64	6333	110599
65	6455	110911
66	6545	110683
67	6646	110638
68	6745	110564
69	6837	110382
70	6936	110300
71	7030	110143
72	7132	110109
73	7240	110168
74	7354	110315
75	7467	110442
76	7574	110476
77	7684	110533
78	7778	110381
79	7886	110408
80	7974	110165
81	8079	110159
82	8166	109902
83	8266	109832
84	8372	109826
85	8474	109773
86	8577	109734
87	8660	109440
88	8753	109271
89	8854	109203
90	8962	109223
91	9060	109123
92	9152	108944
93	9260	108961
94	9351	108769
95	9456	108744
96	9560	108708
97	9666	108697
98	9755	108497
99	9859	108457
100	9968	108471
101	10067	108374
102	10160	108212
103	10265	108185
104	10353	107967
105	10453	107889
106	10536	107634
107	10615	107330
108	10722	107325
109	10826	107285
110	10930	107237
111	11032	107173
112	11133	107097
113	11239	107069
114	11340	106999
115	11441	106914
116	11543	106852
117	11643	106761
118	11747	106718
119	11856	106707
120	11955	106610
121	12059	106559
122	12160	106478
123	12261	106394
124	12368	106366
125	12469	106288
126	12572	106223
127	12682	106218
128	12792	106209
129	12907	106241
130	13012	106183
131	13115	106115
132	13222	106078
133	13331	106051
134	13438	106013
135	13543	105961
136	13643	105860
137	13731	105673
138	13811	105421
139	13910	105322
140	14018	105286
141	14117	105182
142	14211	105044
143	14315	104979
144	14420	104921
145	14525	104864
146	14615	104693
147	14714	104590
148	14818	104526
149	14921	104449
150	15019	104341
151	15125	104283
152	15222	104173
153	15323	104078
154	15427	104011
155	15518	103855
156	15620	103773
157	15703	103564
158	15815	103545
159	15915	103449
160	16002	103270
161	16108	103212
162	16216	103168
163	16304	102998
164	16403	102894
165	16505	102812
166	16611	102754
167	16712	102661
168	16818	102601
169	16917	102502
170	17006	102336
171	17108	102253
172	17210	102168
173	17309	102063
174	17415	102007
175	17521	101941
176	17617	101821
177	17722	101752
178	17826	101679
179	17928	101594
180	18039	101560
181	18142	101478
182	18267	101519
183	18375	101466
184	18464	101303
185	18562	101195
186	18657	101071
187	18768	101032
188	18872	100951
189	18979	100892
190	19083	100814
191	19176	100678
192	19275	100571
193	19377	100483
194	19473	100365
195	19574	100270
196	19668	100141
197	19762	100011
198	19855	99874
199	19968	99841
200	20077	99790
201	20192	99761
202	20299	99696
203	20403	99615
204	20506	99530
205	20606	99429
206	20711	99352
207	20809	99245
208	20911	99153
209	20998	98991
210	21094	98872
211	21192	98765
212	21297	98690
213	21402	98613
214	21502	98510
215	21608	98439
216	21707	98333
217	21804	98218
218	21901	98107
219	22008	98039
220	22116	97972
221	22235	97958
222	22338	97869
223	22440	97774
224	22548	97710
225	22666	97686
226	22782	97654
227	22889	97580
228	22994	97500
229	23097	97410
230	23205	97344
231	23313	97272
232	23422	97206
233	23525	97118
234	23644	97093
235	23739	96970
236	23841	96872
237	23940	96768
238	24041	96670
239	24129	96516
240	24237	96446
241	24342	96362
242	24425	96194
243	24532	96117
244	24629	96005
245	24731	95908
246	24837	95831
247	24942	95745
248	25045	95657
249	25141	95537
250	25253	95481
251	25356	95389
252	25460	95299
253	25560	95199
254	25665	95114
255	25766	95012
256	25871	94928
257	25976	94844
258	26063	94693
259	26142	94513
260	26248	94434
261	26351	94343
262	26437	94191
263	26538	94091
264	26679	94133
265	26805	94122
266	26932	94113
267	27037	94026
268	27138	93926
269	27240	93830
270	27340	93725
271	27440	93620
272	27540	93516
273	27629	93374
274	27736	93294
275	27840	93205
276	27932	93075
277	28041	93000
278	28141	92896
279	28247	92814
280	28357	92740
281	28473	92691
282	28590	92641
283	28712	92607
284	28826	92546
285	28941	92491
286	29057	92435
287	29160	92340
288	29261	92239
289	29366	92149
290	29474	92068
291	29573	91962
292	29669	91843
293	29769	91740
294	29871	91640
295	29982	91567
296	30090	91485
297	30199	91409
298	30307	91326
299	30420	91262
300	30540	91216
301	30635	91094
302	30722	90951
303	30823	90847
304	30916	90722
305	31008	90594
306	31107	90484
307	31214	90401
308	31314	90296
309	31412	90183
310	31519	90099
311	31623	90006
312	31729	89918
313	31830	89813
314	31927	89700
315	32032	89609
316	32132	89505
317	32239	89418
318	32337	89308
319	32441	89213
320	32541	89110
321	32638	88994
322	32743	88903
323	32847	88809
324	32950	88711
325	33053	88615
326	33152	88508
327	33252	88402
328	33356	88307
329	33461	88215
330	33555	88096
331	33664	88013
332	33746	87862
333	33844	87752
334	33946	87653
335	34061	87585
336	34168	87500
337	34284	87435
338	34401	87373
339	34514	87300
340	34621	87212
341	34724	87115
342	34824	87010
343	34933	86927
344	35038	86835
345	35143	86740
346	35235	86616
347	35334	86508
348	35438	86413
349	35543	86319
350	35630	86183
351	35731	86079
352	35836	85987
353	35943	85898
354	36047	85803
355	36153	85711
356	36258	85618
357	36359	85515
358	36460	85412
359	36567	85323
360	36663	85208
361	36764	85107
362	36853	84976
363	36953	84871
364	37055	84770
365	37153	84660
366	37251	84551
367	37349	84442
368	37448	84335
369	37539	84210
370	37646	84120
371	37741	84005
372	37846	83911
373	37945	83804
374	38032	83671
375	38132	83567
376	38239	83477
377	38341	83378
378	38436	83263
379	38539	83164
380	38644	83070
381	38736	82949
382	38838	82848
383	38943	82754
384	39071	82709
385	39187	82639
386	39295	82550
387	39403	82462
388	39523	82399
389	39637	82323
390	39735	82215
391	39836	82111
392	39936	82006
393	40037	81904
394	40147	81820
395	40253	81727
396	40362	81639
397	40464	81538
398	40567	81440
399	40675	81350
400	40780	81255
401	40887	81163
402	40994	81074
403	41094	80968
404	41199	80872
405	41304	80778
406	41410	80684
407	41515	80588
408	41600	80454
409	41707	80362
410	41796	80237
411	41894	80129
412	41995	80025
413	42099	79928
414	42197	79820
415	42307	79733
416	42413	79639
417	42509	79527
418	42611	79425
419	42713	79325
420	42832	79255
421	42929	79144
422	43030	79042
423	43135	78945
424	43243	78856
425	43354	78770
426	43464	78683
427	43574	78596
428	43680	78502
429	43790	78414
430	43902	78331
431	44007	78236
432	44124	78160
433	44226	78058
434	44335	77968
435	44436	77865
436	44550	77785
437	44661	77699
438	44770	77609
439	44893	77543
440	45017	77479
441	45143	77417
442	45254	77330
443	45358	77232
444	45467	77141
445	45570	77040
446	45681	76953
447	45790	76862
448	45903	76777
449	46015	76692
450	46123	76599
451	46234	76511
452	46342	76418
453	46451	76328
454	46561	76238
455	46674	76153
456	46785	76064
457	46894	75972
458	47009	75891
459	47117	75798
460	47228	75709
461	47340	75621
462	47446	75525
463	47553	75429
464	47654	75324
465	47762	75230
466	47870	75137
467	47980	75046
468	48095	74963
469	48216	74890
470	48324	74795
471	48429	74695
472	48552	74625
473	48659	74528
474	48766	74433
475	48875	74339
476	48989	74254
477	49103	74169
478	49208	74068
479	49322	73983
480	49433	73892
481	49538	73793
482	49650	73704
483	49761	73613
484	49873	73524
485	49984	73433
486	50094	73342
487	50225	73279
488	50334	73186
489	50450	73102
490	50565	73015
491	50674	72921
492	50776	72817
493	50877	72711
494	50978	72605
495	51080	72501
496	51185	72401
497	51291	72302
498	51390	72193
499	51483	72076
500	51598	71991
501	51706	71894
502	51810	71792
503	51916	71694
504	52021	71594
505	52128	71496
506	52236	71400
507	52336	71293
508	52439	71190
509	52545	71091
510	52648	70988
511	52739	70868
512	52841	70763
513	52952	70671
514	53045	70556
515	53145	70448
516	53258	70358
517	53372	70269
518	53490	70186
519	53613	70110
520	53738	70034
521	53849	69942
522	53978	69872
523	54087	69777
524	54198	69684
525	54314	69597
526	54414	69489
527	54520	69389
528	54626	69289
529	54737	69196
530	54849	69104
531	54963	69013
532	55070	68915
533	55185	68826
534	55302	68741
535	55412	68645
536	55526	68554
537	55646	68472
538	55777	68402
539	55898	68320
540	56013	68231
541	56126	68138
542	56230	68035
543	56339	67938
544	56450	67844
545	56551	67737
546	56664	67645
547	56768	67542
548	56885	67453
549	57000	67364
550	57106	67263
551	57213	67163
552	57323	67067
553	57436	66974
554	57550	66883
555	57663	66790
556	57774	66695
557	57890	66604
558	57994	66501
559	58104	66404
560	58221	66316
561	58329	66217
562	58443	66125
563	58558	66033
564	58657	65924
565	58771	65832
566	58879	65733
567	58994	65641
568	59100	65540
569	59195	65426
570	59285	65307
571	59393	65208
572	59503	65111
573	59604	65003
574	59705	64897
575	59818	64803
576	59920	64697
577	60025	64595
578	60125	64486
579	60228	64382
580	60338	64285
581	60440	64179
582	60551	64082
583	60661	63985
584	60770	63887
585	60872	63781
586	60981	63682
587	61086	63579
588	61202	63488
589	61324	63403
590	61433	63305
591	61535	63198
592	61626	63081
593	61730	62977
594	61843	62882
595	61949	62780
596	62054	62678
597	62161	62577
598	62263	62471
599	62370	62370
600	62467	62259
601	62571	62155
602	62681	62057
603	62788	61957
604	62891	61852
605	62998	61751
606	63103	61647
607	63210	61546
608	63330	61458
609	63432	61353
610	63538	61250
611	63637	61142
612	63740	61036
613	63842	60931
614	63943	60824
615	64048	60721
616	64160	60625
617	64260	60517
618	64369	60417
619	64480	60320
620	64596	60228
621	64693	60117
622	64795	60011
623	64898	59906
624	65006	59806
625	65111	59703
626	65212	59595
627	65310	59486
628	65419	59387
629	65519	59279
630	65627	59179
631	65732	59075
632	65832	58968
633	65935	58863
634	66043	58762
635	66142	58655
636	66252	58555
637	66363	58457
638	66477	58362
639	66581	58259
640	66696	58164
641	66806	58065
642	66905	57956
643	67008	57852
644	67116	57751
645	67222	57649
646	67326	57544
647	67435	57444
648	67540	57341
649	67641	57235
650	67734	57121
651	67836	57015
652	67946	56916
653	68052	56814
654	68160	56713
655	68267	56612
656	68371	56507
657	68472	56401
658	68575	56296
659	68683	56195
660	68788	56092
661	68893	55989
662	69004	55890
663	69108	55786
664	69215	55684
665	69319	55580
666	69424	55477
667	69530	55374
668	69643	55277
669	69745	55172
670	69846	55065
671	69951	54962
672	70058	54860
673	70169	54761
674	70277	54660
675	70382	54556
676	70495	54459
677	70599	54355
678	70713	54258
679	70816	54153
680	70915	54045
681	71020	53942
682	71126	53839
683	71231	53736
684	71336	53632
685	71444	53531
686	71538	53419
687	71640	53313
688	71747	53211
689	71867	53119
690	71988	53027
691	72108	52934
692	72209	52828
693	72311	52722
694	72422	52623
695	72530	52522
696	72628	52413
697	72743	52317
698	72853	52216
699	72950	52107
700	73047	51998
